title,price_idr,duration,location,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,description,facilities,agent_name,updated_by,main_image,url
Disewa Villa Jalan Badak Agung Denpasar Selatan Siap Huni,Rp 285.000.000,year,Disewa Villa Jalan Badak Agung Denpasar Selatan Siap Huni | vlr235872,3,4,500 m²,250 m²,SHM,DISEWA VILLA JALAN BADAK AGUNG DENPASAR SELATAN SIAP HUNI Sewa Villa JALAN BADAK AGUNG - Denpasar LT 500 LB 250 KT 3 KM 4 Listrik 4400 Rp 285.000.xxx SHM Hadap Timur disewa villa Jalan badak agung Denpasar Selatan Siap Huni berlokasi di Jalan badak agung Desa / kelurahan : Renon Kecamatan : Denpasar Selatan Kabupaten : Denpasar selling point : Siap Huni; Bebas Banjir; Dekat Pusat Perbelanjaan; Dekat Sekolah Internasional; Dekat Sekolah Negeri; Dekat Universitas; Dekat Fasilitas Kesehatan; Dekat Tempat Wisata; Dekat Taman Kota spesifikasi - orientasi menghadap : timur - luas tanah : 500 m2 - luas bangunan : 250 m2 - kamar tidur : 3 - kamar mandi : 4 fitur - listrik : 4.400 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - jacuzzi - wifi - storage room - wooden style villa harga : 285.000.xxx periode sewa : per tahun minimal masa sewa : 5 tahun #VR1817,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/11dd6283bcfeadacbc0a960bd0ffbf6f.png,https://www.rumah123.com/properti/denpasar-renon/disewa-villa-jalan-badak-agung-denpasar-selatan-siap-huni-vlr235872/
Villa Bagus Lokasi Strategis Disewakan di Area Renon Denpasar,Rp 180.000.000,year,Villa Bagus Lokasi Strategis Disewakan di Area Renon Denpasar | vlr235870,2,2,,,,Disewakan Villa Bagus area Renon Denpasar Selatan Lokasi strategis: 4 menit ke Plaza Reno 5 menit ke Gandhi International School 9 menit ke Lapangan Renon 15 menit ke Pantai shindu Sanur Detail Properti: Luas Tanah 140 m2 Luas Bangunan 130 m2 2 Kamar Tidur 2 Kamar mandi 1 lantai Listrik 300 Watt Air PDAM Harga Sewa IDR 180 Juta / tahun Bagi yang berminat dengan property ini dapat menghubungi Ayunda: 0812xxxxxxxx,,Remax JayaAgen KorporatNIB:812001614****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/38769/2ffada88cbd14fed071b9d6515e34ce1.jpg,https://www.rumah123.com/properti/denpasar-renon/villa-bagus-lokasi-strategis-disewakan-di-area-renon-denpasar-vlr235870/
Disewa Rumah Jalan Lodtunduh Ubud Full Furnished,Rp 120.000.000,year,Disewa Rumah Jalan Lodtunduh Ubud Full Furnished | Rumah123,4,2,200 m²,117 m²,SHM,DISEWA RUMAH JALAN LODTUNDUH UBUD FULL FURNISHED Sewa Villa LODTUNDUH - Gianyar LT 200 LB 117 KT 4 KM 2 Listrik 7700 Rp 120.000.xxx SHM Hadap Timur disewa rumah Jalan Lodtunduh Ubud Full Furnished berlokasi di Jalan Lodtunduh Desa / kelurahan : Lodtunduh Kecamatan : Ubud Kabupaten : Gianyar selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Tempat Wisata spesifikasi - orientasi menghadap : timur - luas tanah : 200 m2 - luas bangunan : 117 m2 - kamar tidur : 4 - kamar mandi : 2 fitur - listrik : 7.700 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 2 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - AC setiap kamar - water heater - kitchen set - mini bar - sofa - living room - garden dan ruang loundry harga : 120.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #HR4547,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/be0bfe9f9cfae06c57ed4f731ac8d352.jpg,https://www.rumah123.com/properti/gianyar-ubud/disewa-rumah-jalan-lodtunduh-ubud-full-furnished-hor41239173/
Rumah Baru Siap Huni di Kesiman Kertalangu Denpasar,Rp 85.000.000,year,Rumah Baru Siap Huni di Kesiman Kertalangu Denpasar | Rumah123,2,2,100 m²,100 m²,SHM,RUMAH BARU SIAP HUNI DI KESIMAN KERTALANGU DENPASAR Sewa Rumah KESIMAN - Denpasar LT 100 LB 100 KT 2 KM 2 Listrik 3500 Rp 85.000.000 SHM Hadap Utara RUMAH BARU SIAP HUNI DI KESIMAN KERTALANGU DENPASAR DEKAT LIVING WORLD Disewakan Tahunan Rumah Baru - Kertalangu Rumah modern minimalis bernuansa semi villa di lingkungan tenang (gang buntu) cocok untuk hunian keluarga maupun profesional. Spesifikasi: - Luas tanah: 1 are - Carport 1 mobil + 2 motor - 2 kamar tidur - 2 kamar mandi + water heater - Dapur dengan kitchen set - Laundry area - Listrik 3500 VA - Air pompa - Bangunan baru - Akses mobil bisa papasan lebar jalan ±5 meter Lokasi: - Sangat dekat dengan jogging track Kertalangu (bisa jalan kaki) - 10 menit ke Living World Mall - 15 menit ke ICON Mall - 5 menit ke RS Dharma Yadnya - Dekat sekolah - Area bebas banjir Hunian nyaman dengan akses strategis dan suasana privat. Disewakan 85jt per tahun 300226-UNCG00006,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/4a6c563620c233b3b2162f0392c6f506.jpg,https://www.rumah123.com/properti/denpasar-denpasar-timur/rumah-baru-siap-huni-di-kesiman-kertalangu-denpasar-hor41239105/
Dikontrakan Rumah Semi Villa 2 Kamar Full Furnish Denpasar,Rp 55.000.000,year,Dikontrakan Rumah Semi Villa 2 Kamar Full Furnish Denpasar | Rumah123,2,2,100 m²,80 m²,SHM,RUMAH VILLA FULLY FURNISHED DENPASAR BARAT Sewa Rumah TEGAL DUKUH SELATAN - Denpasar LT 100 LB 80 KT 2 KM 2 Listrik 5500 Rp 55.000.000 SHM Hadap Utara Rumah Villa Disewakan dengan Kondisi Fully Furnished di Area Denpasar Barat Lokasi: Tegal Dukuh Selatan Denpasar Barat - Berjarak 950 meter ke Mitra 10 Gatsu - Berjarak 2 kilometer ke Kolam Renang Citraland - Berjarak 49 kilometer ke Mall Living Word Detail Properti: - Luas Tanah: 100 m² - Luas Bangunan: 80 m² - Kamar Tidur: 2 - Kamar Mandi: 2 - Daya Listrik: 5500 kWh - Sumber Air: Sumur Bor - Arah Hadap: Utara - Carport: Untuk mobil ukuran kecil - Kondisi: Fully furnished ‎Harga: Rp 55 juta per tahun (minimal sewa 2 tahun) ‎072225-CRSB00021,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/b5883a028e9e4a56960d2f5b59051100.jpg,https://www.rumah123.com/properti/denpasar-denpasar-barat/dikontrakan-rumah-semi-villa-2-kamar-full-furnish-denpasar-hor41239073/
3Br Villa For Rent With Private Pool In Jimbaran - Gwk View,Rp 170.000.000,year,3Br Villa For Rent With Private Pool In Jimbaran - Gwk View | vlr233176,3,3,,,,3 bedrooms Villa for Rent With Private Pool in Jimbaran Bali - GWK View | Yearly / Long Term Long Term 3 Bedroom Villa Rental in Jimbaran - Residential Area with GWK View Rooftop & Fully Furnished This 3BR villa for rent in Jimbaran Bali is available for yearly rental and ideal for tenants seeking a long term villa rental in Bali within a residential environment. The property features 3 bedrooms 3 bathrooms a private swimming pool rooftop area full furnishings and a direct view of Garuda Wisnu Kencana (GWK). Located in Jimbaran the villa benefits from a quieter atmosphere compared to high-traffic tourist areas while still offering easy access to the beach sunset spots and the well-known seafood dining area along Jimbaran Bay. This balance of residential calm and strategic connectivity makes it suitable for expats families or professionals relocating to South Bali. Property Specifications - 3 Bedrooms - 3 Bathrooms - Private Swimming Pool - Rooftop Area - Fully Furnished - GWK View - Located in Residential Area Yearly Rental Location & Accessibility - Situated in Jimbaran Kuta - Badung a well-established residential area in South Bali. - ±7-20 minutes to Bandara Internasional Ngurah Rai - Close to Jimbaran Beach (white sand coastline and sunset area) - Easy access to Uluwatu and other South Bali destinations Jimbaran is known for combining residential comfort with proximity to key lifestyle points in South Bali making it a practical choice for long stay and yearly rental tenants. Rental Terms - Price: IDR 170 Million per year - Yearly lease (long term) - Residential use Contact for Viewing If you are looking for a yearly villa rental in Bali with 3 bedrooms private pool and a residential setting in Jimbaran this property is ready for viewing. Serious inquiries only. Please contact via WhatsApp to schedule an inspection. [VICVJR-298],,Tionar ManikAgen KorporatNIB:812001416****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1898857/68da6b5af232d34d0e617a7d584396c4.jpg,https://www.rumah123.com/properti/badung-jimbaran/3br-villa-for-rent-with-private-pool-in-jimbaran-gwk-view-vlr233176/
Vila di Ungasan 5 Menit ke Gwk Fasilitas Yoga dan Pool,Rp 890.000.000,year,https://www.rumah123.com/properti/badung-ungasan/vila-di-ungasan-5-menit-ke-gwk-fasilitas-yoga-dan-pool-vlr212478/,6,6,,,,Kesempatan terbatas buat Anda dapatkan villa strategis dengan return investasi tinggi di Ungasan Badung. Villa ini menawarkan kelengkapan fasilitas serta memiliki nilai tepat yang siap untuk segera Anda miliki utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum. Detail Properti ini adalah: - Kamar Tidur: 6 - Kamar Mandi: 6 - Sertifikat: - Tidak hanya itu namun properti ini juga memiliki keunggulan sebagai berikut: - Full Furnished. - Siap Huni. - Lokasi di Pusat Kota. - Lingkungan Tenang dan Damai. - Cocok Untuk Investasi. - Properti Bisa Nego. - Lokasi Strategis. Lokasi Strategis terletak di Ungasan properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan Harga yang sangat kompetitif yaitu Rp. 890.000.xxx/thn villa ini siap menjadi milik Anda! Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda. Hubungi segera dan dapatkan informasinya ataupun cek unit!,,I GUSTI AYU YUNI ASTIKAAgen KorporatNIB:912010324****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/4382886/79a580aad1f4150aba40ee3c0e7f3fce.jpg,https://www.rumah123.com/properti/badung-ungasan/vila-di-ungasan-5-menit-ke-gwk-fasilitas-yoga-dan-pool-vlr212478/
Villa Mewah Luas Cocok Buat Tempat Ternyamanmu di Pererenan Canggu,Rp 600.000.000,year,Villa Mewah Luas Cocok Buat Tempat Ternyamanmu di Pererenan Canggu | vlr125852,3,3,200 m²,200 m²,SHM,DISEWAKAN VILLA MEWAH DI PERERENAN CANGGU Luas - Nyaman - Eksklusif Ingin tempat tinggal yang menyatu dengan alam tapi tetap dekat dengan hiruk pikuk Canggu? Inilah tempat ternyaman untukmu! VILLA MEWAH FULLY FURNISHED Lokasi strategis di Pererenan Canggu 3 Kamar tidur luas ‍ Private pool & taman tropis Ruang keluarga dan dapur modern WiFi cepat & fasilitas lengkap Akses mudah ke pantai kafe dan restoran trendi Harga sewa menarik - bulanan atau tahunan Booking sekarang rasakan kenyamanan & kemewahan hidup di Bali! Hubungi kami sekarang untuk info lebih lanjut & jadwal kunjungan!,,NURIL (BPXN) IskandarAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2157477/02118900b81b040e78eff7ad979b9d8a.jpg,https://www.rumah123.com/properti/badung-pererenan/villa-mewah-luas-cocok-buat-tempat-ternyamanmu-di-pererenan-canggu-vlr125852/
Villa 3 Kamar Tidur dengan Kolam Renang dan Lingkungan Asri di Canggu (B-Cg15),Rp 65.000.000,month,Villa 3 Kamar Tidur dengan Kolam Renang dan Lingkungan Asri di Canggu (B-Cg15) | vlr233175,,4,,,,Villa satu lantai yang luas ini terletak di salah satu area hunian paling diminati di Canggu. Dibangun di atas lahan seluas 560 m² dengan luas bangunan 250 m² villa ini menawarkan kenyamanan privasi dan fungsi yang sangat baik cocok untuk keluarga penghuni jangka panjang maupun investor. Villa ini memiliki tiga kamar tidur dan empat kamar mandi dilengkapi dengan area ruang tamu terbuka yang terhubung langsung dengan kolam renang pribadi yang besar serta area taman yang luas. Dalam kondisi fully furnished dan siap dihuni villa ini dirancang untuk gaya hidup tropis yang nyaman dengan ruang luar yang cukup untuk bersantai maupun menerima tamu. Terletak di zona Yellow Residential dengan status leasehold selama 23 tahun properti ini menawarkan nilai jangka panjang yang kuat serta sangat cocok untuk penggunaan residensial atau disewakan jangka menengah hingga panjang. Kedekatannya dengan berbagai gym kafe dan pusat gaya hidup di Canggu semakin menambah daya tarik properti ini.,,BBBali Home BaseAgen Korporat,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2171415/6d717643249ec058f83c806681d64fd7.jpg,https://www.rumah123.com/properti/badung-tibubeneng/villa-3-kamar-tidur-dengan-kolam-renang-dan-lingkungan-asri-di-canggu-bcg15-vlr233175/
2Br Villa With Private Pool For Rent In Jimbaran - Long Term,Rp 26.000.000,month,2Br Villa With Private Pool For Rent In Jimbaran - Long Term | vlr233147,2,2,,,,2 BEDROOMS VILLA WITH PRIVATE POOL FOR RENT IN JIMBARAN - LONG TERM MONTHLY & YEARLY OPTION Long Term Villa Rental in Puri Gading Jimbaran - Residential Area This 2BR villa with private pool for rent in Jimbaran is located in Puri Gading a well-established residential neighborhood in South Bali. The property is suitable for tenants seeking a long term villa rental in Bali whether for monthly or yearly rental options. Positioned in a private residential setting rather than a holiday traffic area this villa is ideal for expatriates remote workers couples or small families looking for stable and practical long term accommodation in Bali. Property Specifications - Land size: 135 sqm - Building size: 80 sqm - 2 Bedrooms - 2 Bathrooms - Private swimming pool - Newly renovated condition - Quiet residential environment Located in Puri Gading Jimbaran this villa is part of an established residential community known for its calm atmosphere and accessibility. The area is preferred for Bali housing rent and long term lease in Bali due to its practical access and non-touristic surroundings. Key access points: - ±3 minutes to Garuda Wisnu Kencana (GWK) - Direct access to main Uluwatu Road - ±20-30 minutes to Ngurah Rai International Airport - Easy reach to Jimbaran Beach and Uluwatu area - Close to Sidewalk Jimbaran lifestyle center - Near international school and hospital facilities - Surrounded by restaurants cafés and convenience stores Rental Price & Terms - IDR 26 Million / month - IDR 210 Million / year - Price negotiable for advance payment of several months or for multi-year lease paid upfront. Services included: - Electricity credit IDR 1 Million / Month - Cleaning service 2x per week - Pool maintenance 1x per week - Water gallon supply 2x per month - WiFi Ideal For - Expatriates relocating to Bali - Digital nomads seeking stable base - Couples planning extended stay - Small families needing long term accommodation Bali Part of Bali long term villa rental options in Jimbaran this property offers a balanced combination of private pool living manageable size and residential environment. Contact us to schedule a private viewing. [VICVJR-297],,Tionar ManikAgen KorporatNIB:812001416****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1898857/27db63b7556adc027c187dce90db9c86.jpg,https://www.rumah123.com/properti/badung-jimbaran/2br-villa-with-private-pool-for-rent-in-jimbaran-long-term-vlr233147/
Modern Villa With Full Ocean View - Nusa Dua,Rp 198.000.000,year,https://www.rumah123.com/properti/badung-nusa-dua/modern-villa-with-full-ocean-view-nusa-dua-vlr233148/,3,3,,,,Modern Villa with Full Ocean View - Nusa Dua Lokasi: Nusa Dua Villa modern dengan pemandangan laut penuh (full ocean view) desain nyaman dan fungsional cocok untuk hunian pribadi maupun investasi. Property Details Land Size: 120 m² Building Size: 180 m² (termasuk rooftop untuk BBQ) Bedrooms: 2 Office Room: 1 Bathrooms: 2 Guest Toilet: 1 Swimming Pool Rooftop BBQ Area dengan pemandangan laut Garage: 1 car CCTV & WiFi Installed Semi Furnished (furnishing by request available) Prime Location Beberapa menit ke café & restaurant Dekat traditional market school & university 5 menit ke Klub Jimbaran 5 menit ke Jimbaran Beach 15 menit ke Nusa Dua Beach 15 menit ke Pandawa Beach ±10 km ke Ngurah Rai International Airport Price IDR 198 Million / Year atau Leasehold 20 Years: IDR 3.6 Billion Kode : ARI,,Arie Shanty RHAgen KorporatNIB:912030184****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2023992/6adc98a183d9e7b75b20740a9d67ebd8.jpg,https://www.rumah123.com/properti/badung-nusa-dua/modern-villa-with-full-ocean-view-nusa-dua-vlr233148/
Villa Cantik Nuansa Asri Sejuk Siap Huni Full Furnished,Rp 480.000.000,year,Tumbak Bayuh Badung,3,3,500 m²,500 m²,SHM,Villa Cantik Nuansa Asri Sejuk Siap Huni Full Furnished SEWA TAHUNAN!!!!! Tumbak Bayuh 3 Kamar Tidur dengan Kamar Mandi Dalam LUAS Ruang Keluarga Tertutup Taman Atap Kolam Renang 500 meter persegi Harga 480 Juta / thn Lidya,,Next Level properti BaliAgen KorporatNIB:111225000****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/4443538/ee50182544e0b4f8a1bc10c011fcf395.jpg,https://www.rumah123.com/properti/badung-tumbak-bayuh/villa-cantik-nuansa-asri-sejuk-siap-huni-full-furnished-hor41088896/
Villa Sewa Murah Siap Huni Full Furnished Kerobokan,Rp 350.000.000,year,Villa Sewa Murah Siap Huni Full Furnished Kerobokan | Rumah123,3,4,217 m²,185 m²,Lainnya,For Lease - Fully Furnished Modern Villa A stylish and comfortable villa designed for modern living offering complete facilities and a functional layout - ideal for private residence. Property Details: Land Size: 217 m² Building Size: 185 m² Bedrooms: 3 Ensuite Bedrooms Bathrooms: 3 + 1 Guest Toilet Living Room: Closed Living Room Dining Room Kitchen & Pantry Private Swimming Pool Storage Room Garden Area Carport Electricity: 5500 Watt Condition: Fully Furnished - Price IDR 350 million / year ( Min. 3 Years ) Negotiable A well-designed villa with complete facilities offering comfort privacy and modern tropical living.,,Rafael BasiroenAgen KorporatNIB:912000470****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1699519/a72e0123c07cc295acfdd48ce448a228.jpg,https://www.rumah123.com/properti/badung-kerobokan/villa-sewa-murah-siap-huni-full-furnished-kerobokan-hor40878308/
Yearly Rent 3 Bedroom Villa Sanur Furnished,Rp 215.000.000,year,Yearly Rent 3 Bedroom Villa Sanur Furnished | Rumah123,3,4,200 m²,200 m²,Lainnya,For Rent: Villa in Sanur - 3 Bedrooms Location: Batur Sari Sanur Distance to Sanur Beach 10 minutes drive Specifications: Land Area: 200 m² Building Area: 200 m² Floors: Two Bedrooms: 3 (1 master suite and 2 children's rooms) Bathrooms: 4 Office Room: 1 (convertible to a bedroom) Living Area: Enclosed or Open Kitchen Water Supply: Bore Well Electricity: 7700 Watts Swimming Pool: Available Building Permit (IMB) Fully furnished NOTE : Parking motorbike only Rental Terms: Yearly Rate: IDR 215 million (minimum 2-year contract payment required upfront) Security Deposit: 10% Leasehold Option: Pricing available upon discussion Contact us SPIROBALI REALESTATE,,Yani KusumaAgen KorporatNIB:080722002****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1135536/91566e299069808039765394b3b515a9.jpg,https://www.rumah123.com/properti/denpasar-sanur/for-rent-villa-sanur-3-bedrooms-furnished-hor40664430/
Disewakan Villa Full Ocean View With Rooftop Area Jimbaran,Rp 198.000.000,year,Disewakan Villa Full Ocean View With Rooftop Area Jimbaran | Rumah123,2,2,120 m²,180 m²,Lainnya,Dikontrakkan Villa brand new Ready Ocean View With Rooftop Spesifikasi: Land size 120m² Building size 180m² (incl. Rooftop for BBQ) Bedrooms: 2 Office room : 1 Bathrooms: 2 Guest Toilet : 1 Fully-Furnished Schwimmingpool Full ocean view Garage for 1 car Cctv Wifi Semi furnished ( or by request) Location just minutes away from charming cafes exquisite restaurants Traditional Market School University. 5 minute to Gym (Klub Jimbaran) and jimbaran Beach Nusa dua Beach pandawa Beach accessible with just a quick 15 minute motorbike ride.Airport.Land 10 km to Airport. Price 198 Millionen/years Minat? Hubungi: Wa: 0878xxxxxxxx Victor,,Victor BudimanAgen KorporatNIB:812001416****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1355712/3d863eb26ecea8eeac6f5d793444fa45.jpg,https://www.rumah123.com/properti/badung-jimbaran/disewakan-villa-full-ocean-view-with-rooftop-area-jimbaran-hor40890620/
Brand New Villa Mengwi Dekat Canggu - Leasehold - 125Sqm,Rp 23.000.000.000,year,Brand New Villa Mengwi Dekat Canggu - Leasehold - 125Sqm | vlr233119,2,3,,,,Brand New Villa Mengwi Dekat Canggu - Leasehold - 125Sqm - Leasehold: 23 years - Land Area: 125 sqm - Building Area: 137 sqm - Kitchen Area - Diningroom - Living Room - 2 Bedrooms - 3 Bathrooms - Private Swimming Pool - Garden - Price: IDR 2.300.000.xxx,,Arie Shanty RHAgen KorporatNIB:912030184****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2023992/c013349594b44bef00ba08fc946557e4.jpg,https://www.rumah123.com/properti/badung-mengwi/brand-new-villa-mengwi-dekat-canggu-leasehold-125sqm-vlr233119/
